seq,cfg,sensor_ts_ms,arrival_ms,batch,x_mg,y_mg,z_mg
662,0,66916,67278,1,-1084,-3605,8985
663,0,67016,68273,1,-471,-3854,8854
664,0,67096,68273,1,-737,-3170,8940
665,0,67176,68273,1,-354,-3495,9016
666,0,67256,68273,1,-687,-3668,8921
667,0,67335,68273,1,-567,-3407,8956
668,0,67415,68273,1,-593,-3342,9059
669,0,67495,68273,1,-519,-3189,9033
670,0,67575,68273,1,-509,-3344,9179
671,0,67654,68273,1,-505,-3062,9043
672,0,67734,68273,1,-656,-3866,8877
673,0,67814,68273,1,-478,-3435,9026
674,0,67894,68273,1,-830,-3742,8916
675,0,67974,69082,1,-536,-3684,8770
676,0,68054,69082,1,-804,-3713,8839
677,0,68134,69082,1,-658,-3656,8909
678,0,68215,69082,1,-617,-3924,8798
679,0,68295,69083,1,-766,-3778,8789
680,0,68376,69083,1,-871,-3761,8906
681,0,68456,69083,1,-766,-3586,8923
682,0,68536,69083,1,-1233,-4137,9074
683,0,68617,69083,1,335,-4223,8765
684,0,68697,69083,1,-612,-4012,8633
685,0,68778,69083,1,184,-3756,8681
686,0,68858,69083,1,-605,-3945,8928
687,0,68938,69083,1,-143,-3701,8806
688,0,69023,70085,1,-471,-3612,9019
689,0,69103,70085,1,-440,-3598,8901
690,0,69183,70085,1,55,-3763,8827
691,0,69263,70085,1,-502,-3754,8995
692,0,69343,70085,1,-160,-3471,8858
693,0,69423,70085,1,-284,-3905,8576
694,0,69503,70085,1,-402,-3761,8892
695,0,69583,70085,1,-289,-3938,8827
696,0,69663,70085,1,-464,-4000,8798
697,0,69743,70085,1,-335,-3605,9007
698,0,69823,70085,1,-304,-4563,8540
699,0,69903,70085,1,-153,-3495,8997
700,0,69983,71088,1,-124,-3849,8777
701,0,70063,71088,1,-198,-4024,8700
702,0,70143,71088,1,-335,-4089,8844
703,0,70224,71088,1,-88,-3885,8794
704,0,70304,71088,1,-138,-4077,8813
705,0,70385,71088,1,-79,-3945,8770
706,0,70465,71088,1,-222,-3926,8681
707,0,70545,71088,1,-380,-3974,8901
708,0,70626,71088,1,16,-3725,8861
709,0,70706,71088,1,-203,-4060,8839
710,0,70787,71088,1,-55,-3943,8894
711,0,70867,71088,1,-7,-4070,8748
712,0,70947,71088,1,64,-3912,8763
713,0,71028,72092,1,86,-4132,8650
714,0,71108,72092,1,-67,-3742,9028
715,0,71188,72092,1,-31,-4003,8949
716,0,71269,72092,1,442,-3986,8676
717,0,71349,72092,1,107,-3945,8662
718,0,71429,72092,1,-83,-4328,8736
719,0,71510,72092,1,124,-3905,8779
720,0,71590,72092,1,-86,-4113,8643
721,0,71670,72092,1,-86,-3864,8856
722,0,71751,72092,1,93,-4000,8684
723,0,71831,72092,1,-181,-4022,8956
724,0,71911,72092,1,280,-4067,8739
725,0,71992,73096,1,-31,-4336,8751
726,0,72072,73096,1,62,-4017,8743
727,0,72152,73096,1,-16,-4120,8710
728,0,72233,73096,1,-146,-4134,8827
729,0,72313,73096,1,23,-3950,8758
730,0,72394,73096,1,-134,-4173,8779
731,0,72474,73096,1,112,-3675,8830
732,0,72555,73096,1,-162,-4199,8820
733,0,72635,73096,1,138,-3960,8760
734,0,72716,73096,1,-7,-4400,8523
735,0,72796,73096,1,-7,-4343,8710
736,0,72877,73096,1,117,-3830,8782
737,0,72957,73096,1,-332,-4118,8674
738,0,73038,74100,1,150,-3699,8820
739,0,73118,74100,1,-198,-4403,8674
740,0,73198,74100,1,71,-3785,8849
741,0,73278,74100,1,-2,-4120,8707
742,0,73358,74100,1,35,-4304,8674
743,0,73438,74100,1,-265,-4333,8681
744,0,73519,74100,1,-153,-4142,8688
745,0,73599,74100,1,-124,-4079,8600
746,0,73679,74100,1,-246,-4295,8820
747,0,73759,74100,1,57,-3706,8784
748,0,73839,74100,1,-4,-4364,8600
749,0,73919,74100,1,177,-3890,8806
750,0,74000,75104,1,-172,-4096,8691
751,0,74080,75105,1,-21,-4125,8782
752,0,74161,75105,1,-186,-4151,8597
753,0,74242,75105,1,-244,-4336,8679
754,0,74322,75105,1,69,-3876,8664
755,0,74403,75105,1,-43,-4154,8849
756,0,74484,75105,1,287,-3905,8861
757,0,74565,75105,1,-93,-4395,8588
758,0,74645,75105,1,134,-4594,8504
759,0,74726,75105,1,-253,-4257,8504
760,0,74807,75105,1,-196,-4482,8739
761,0,74887,75105,1,-102,-4326,8657
762,0,74968,75105,1,-2,-4556,8504
763,0,75049,76109,1,-100,-4577,8506
764,0,75129,76109,1,-169,-4132,8664
765,0,75209,76109,1,-155,-4376,8614
766,0,75289,76109,1,-136,-4345,8552
767,0,75369,76109,1,-155,-4515,8502
768,0,75449,76109,1,-217,-4556,8566
769,0,75529,76109,1,-64,-4118,8631
770,0,75609,76109,1,-100,-4611,8528
771,0,75689,76109,1,-155,-4522,8537
772,0,75769,76109,1,-134,-4264,8511
773,0,75849,76109,1,-246,-4613,8523
774,0,75929,76109,1,-100,-4462,8425
775,0,76009,77040,1,-208,-4656,8514
776,0,76089,77041,1,-191,-4553,8466
777,0,76170,77041,1,-134,-4515,8480
778,0,76250,77041,1,-162,-4692,8444
779,0,76331,77041,1,-208,-4673,8415
780,0,76411,77041,1,-126,-4561,8442
781,0,76492,77041,1,-284,-4676,8432
782,0,76572,77041,1,-210,-4625,8461
783,0,76653,77041,1,-213,-4668,8353
784,0,76734,77041,1,-411,-4759,8387
785,0,76814,77041,1,-177,-4640,8372
786,0,76895,77041,1,-193,-4618,8370
787,0,76975,77041,1,-411,-4690,8439
788,0,77060,78046,1,-227,-4541,8506
789,0,77140,78046,1,-229,-4802,8375
790,0,77220,78046,1,-260,-4652,8399
791,0,77300,78046,1,-268,-4577,8435
792,0,77380,78046,1,-404,-4685,8420
793,0,77460,78046,1,-196,-4585,8363
794,0,77540,78046,1,-363,-4695,8358
795,0,77620,78046,1,-354,-4714,8363
796,0,77700,78046,1,-263,-4573,8394
797,0,77780,78046,1,-323,-4745,8391
798,0,77860,78046,1,-339,-4707,8408
799,0,77940,78046,1,-299,-4664,8341
800,0,78020,79048,1,-373,-4714,8406
801,0,78101,79048,1,-289,-4585,8461
802,0,78182,79048,1,-335,-4608,8411
803,0,78264,79048,1,-359,-4745,8389
804,0,78345,79048,1,-308,-4740,8394
805,0,78427,79048,1,-304,-4726,8418
806,0,78508,79048,1,-493,-4764,8389
807,0,78590,79048,1,-234,-4599,8353
808,0,78671,79048,1,-363,-4755,8372
809,0,78752,79048,1,-469,-4692,8372
810,0,78834,79048,1,-282,-4731,8336
811,0,78915,79048,1,-409,-4735,8341
812,0,78997,79048,1,-423,-4728,8334
813,0,79078,80051,1,-375,-4786,8327
814,0,79158,80051,1,-342,-5078,8315
815,0,79238,80051,1,-428,-4245,8688
816,0,79318,80051,1,-316,-4486,8593
817,0,79398,80051,1,-371,-4438,8468
818,0,79478,80051,1,-493,-4762,8305
819,0,79558,80051,1,-395,-4304,8679
820,0,79638,80051,1,-356,-4573,8408
821,0,79718,80051,1,-591,-4427,8600
822,0,79798,80051,1,-462,-4424,8516
823,0,79878,80051,1,-433,-4233,8487
824,0,79958,80051,1,-711,-4106,8789
825,0,80031,81069,1,-572,-4393,8518
826,0,80111,81069,1,-550,-4395,8528
827,0,80191,81069,1,-725,-4534,8533
828,0,80271,81069,1,-507,-4357,8482
829,0,80351,81069,1,-656,-4585,8504
830,0,80431,81069,1,-560,-4570,8482
831,0,80511,81069,1,-644,-4561,8487
832,0,80591,81069,1,-586,-4549,8377
833,0,80671,81069,1,-624,-4448,8557
834,0,80751,81069,1,-598,-4551,8463
835,0,80831,81069,1,-512,-4558,8332
836,0,80911,81069,1,-679,-4520,8557
837,0,80991,81069,1,-663,-4470,8439
838,0,81071,82073,1,-569,-4608,8418
839,0,81151,82073,1,-756,-4340,8554
840,0,81231,82073,1,-775,-4278,8547
841,0,81312,82073,1,-639,-4424,8537
842,0,81392,82073,1,-691,-4589,8358
843,0,81472,82073,1,-802,-4501,8463
844,0,81553,82073,1,-656,-4477,8427
845,0,81633,82073,1,-742,-4448,8511
846,0,81713,82073,1,-730,-4484,8463
847,0,81794,82073,1,-711,-4556,8478
848,0,81874,82073,1,-773,-4371,8451
849,0,81954,82073,1,-794,-4477,8494
850,0,82038,83080,1,-938,-4345,8394
851,0,82118,83080,1,-782,-3706,8956
852,0,82198,83080,1,-23,-5063,9091
853,0,82278,83080,1,-840,-16463,6184
854,0,82358,83080,1,-2913,-7553,5446
855,0,82438,83080,1,-2849,277,5786
856,0,82518,83080,1,-1302,3749,7108
857,0,82598,83080,1,-529,5751,8442
858,0,82678,83080,1,-217,4704,9294
859,0,82758,83080,1,-296,3519,8760
860,0,82838,83080,1,153,2535,8305
861,0,82918,83080,1,-138,2061,9122
862,0,82998,83080,1,-129,1484,12246
863,0,83078,84112,1,553,124,10393
864,0,83158,84112,1,634,-69,9601
865,0,83238,84112,1,821,-1336,9960
866,0,83318,84112,1,859,-1407,9167
867,0,83399,84112,1,2861,-1472,8882
868,0,83479,84112,1,3706,-2159,10185
869,0,83559,84112,1,2695,-2013,8901
870,0,83639,84112,1,2487,-1671,8777
871,0,83720,84112,1,2909,1766,11140
872,0,83800,84112,1,3648,-933,9941
873,0,83880,84112,1,2662,-668,9852
874,0,83960,84112,1,2123,2358,9969
875,0,84041,85108,1,1881,1635,9447
876,0,84121,85108,1,1678,1884,8945
877,0,84201,85108,1,1608,2097,9083
878,0,84282,85108,1,1649,1786,9407
879,0,84362,85108,1,1901,1702,9433
880,0,84443,85108,1,1865,1477,9610
881,0,84523,85108,1,1522,1872,10355
882,0,84604,85108,1,1731,1922,9953
883,0,84684,85108,1,1872,2511,8758
884,0,84765,85108,1,2554,2755,8557
885,0,84845,85108,1,1173,2094,8715
886,0,84926,85108,1,1110,3227,9038
887,0,85006,85108,1,2250,3007,9107
888,0,85087,86112,1,2487,2705,9059
889,0,85167,86112,1,2346,2925,9301
890,0,85247,86112,1,2640,3988,8870
891,0,85328,86112,1,2106,3668,9062
892,0,85408,86112,1,1939,3694,10065
893,0,85488,86112,1,1144,3205,9438
894,0,85569,86112,1,1122,1276,9553
895,0,85649,86112,1,1187,1822,9687
896,0,85729,86112,1,1209,1568,9510
897,0,85810,86112,1,644,330,10166
898,0,85890,86112,1,325,93,9385
899,0,85970,86112,1,486,-488,9708
900,0,86051,87116,1,782,-533,10139
901,0,86131,87116,1,984,-177,9567
902,0,86211,87116,1,895,-500,9636
903,0,86291,87116,1,2892,-38,9423
904,0,86372,87116,1,1091,-418,10192
905,0,86452,87116,1,1058,780,9536
906,0,86532,87117,1,1364,2104,9601
907,0,86613,87117,1,1027,1259,9490
908,0,86693,87117,1,775,2590,9028
909,0,86773,87117,1,2719,2432,9488
910,0,86854,87117,1,1850,2288,8961
911,0,86934,87117,1,1879,2461,9399
912,0,87014,87117,1,1517,2044,9608
913,0,87095,88120,1,1714,1491,9536
914,0,87175,88120,1,1750,1826,9364
915,0,87256,88120,1,1881,1855,9414
916,0,87336,88120,1,1946,1465,9751
917,0,87416,88120,1,2094,1618,9663
918,0,87497,88120,1,2083,1903,9210
919,0,87577,88120,1,1972,2135,9452
920,0,87658,88120,1,1709,2468,9313
921,0,87738,88120,1,1843,2430,9409
922,0,87818,88120,1,1637,2348,9469
923,0,87899,88120,1,1769,2418,9371
924,0,87979,88120,1,1740,2181,9395
925,1,88060,89132,1,1963,2166,9510
926,1,88140,89132,1,1661,2339,9347
927,1,88220,89132,1,1953,2262,9502
928,1,88301,89132,1,1654,2387,9450
929,1,88381,89132,1,1750,2174,9450
930,1,88462,89132,1,1130,3141,9107
931,1,88542,89132,1,1041,2672,9402
932,1,88623,89132,1,1917,2650,9596
933,1,88703,89132,1,3138,-38,9919
934,1,88784,89132,1,1896,2281,9493
935,1,88864,89132,1,1716,2461,9160
936,1,88945,89132,1,1905,2293,9380
937,1,89025,89132,1,1922,2291,9373
938,1,89106,90137,1,1817,2188,9344
939,1,89188,90137,1,1867,2305,9469
940,1,89269,90137,1,1879,2212,9438
941,1,89351,90137,1,1922,2142,9392
942,1,89432,90137,1,1917,2267,9409
943,1,89514,90137,1,1857,2193,9435
944,1,89595,90137,1,1903,2238,9392
945,1,89677,90137,1,1996,2183,9423
946,1,89758,90137,1,1810,2269,9452
947,1,89840,90137,1,1632,2782,9189
948,1,89921,90137,1,1477,2688,9522
949,1,90003,90137,1,1549,-1273,9890
950,1,90085,91139,1,981,-1436,8760
951,1,90164,91139,1,1063,-1690,9483
952,1,90244,91139,1,818,-2174,10168
953,1,90324,91139,1,1731,-3126,8672
954,1,90404,91139,1,1941,-1623,9656
955,1,90484,91139,1,2011,-2387,9342
956,1,90564,91139,1,3102,-799,9581
957,1,90643,91139,1,1419,-1429,9584
958,1,90723,91139,1,2008,-1391,9196
959,1,90803,91139,1,1738,-1146,9469
960,1,90883,91139,1,1592,-1573,9775
961,1,90963,91139,1,1580,-2061,9399
962,1,91043,91139,1,1108,-1695,9632
963,1,91122,92144,1,1692,-1580,9292
964,1,91202,92144,1,2217,-1350,9828
965,1,91282,92144,1,2341,-1091,9404
966,1,91361,92144,1,1726,-1975,9095
967,1,91441,92144,1,1185,-2968,9478
968,1,91521,92144,1,1537,-1664,9481
969,1,91600,92144,1,1534,-2085,9371
970,1,91680,92144,1,1525,-2157,9316
971,1,91760,92144,1,1934,-1889,9411
972,1,91839,92144,1,2140,-1570,9340
973,1,91919,92144,1,1798,-2109,9289
974,1,91999,92144,1,1589,-2205,9210
975,1,92079,93176,1,1587,-2047,9387
976,1,92159,93176,1,1707,-1996,9498
977,1,92239,93176,1,1575,-2183,9342
978,1,92319,93176,1,1589,-1958,9280
979,1,92399,93176,1,1122,-2157,9809
980,1,92479,93176,1,2102,-2370,9514
981,1,92559,93176,1,2027,-2078,8861
982,1,92639,93176,1,2015,-2360,9349
983,1,92719,93176,1,1699,-2152,9141
984,1,92799,93176,1,2176,-2202,9258
985,1,92879,93176,1,2056,-2303,9215
986,1,92959,93176,1,1769,-3340,9141
987,1,93039,93176,1,2317,-2176,9179
988,1,93120,94170,1,2858,-979,8945
989,1,93200,94170,1,2741,-2595,9897
990,1,93281,94170,1,2207,-543,9443
991,1,93361,94171,1,1996,-3191,8597
992,1,93442,94171,1,2195,-2944,8861
993,1,93522,94171,1,2798,-3773,8662
994,1,93603,94171,1,1790,-3854,9653
995,1,93683,94171,1,1776,-3016,8478
996,1,93764,94171,1,1721,-2626,9277
997,1,93844,94171,1,4319,-878,9835
998,1,93925,94171,1,1889,-2827,10261
999,1,94005,94171,1,2221,-272,9239
1000,1,94086,95174,1,3258,47,9658
1001,1,94166,95174,1,2482,488,9615
1002,1,94246,95174,1,1719,-826,8925
1003,1,94326,95174,1,852,-1067,8324
1004,1,94406,95174,1,-1168,-809,8121
1005,1,94487,95174,1,-2765,-4084,10451
1006,1,94567,95174,1,-701,-2592,8418
1007,1,94647,95174,1,-189,-4989,8607
1008,1,94727,95174,1,-718,-3579,8995
1009,1,94808,95174,1,129,-4137,9579
1010,1,94888,95174,1,579,-4046,8877
1011,1,94968,95174,1,466,-3943,8901
1012,1,95048,95174,1,-337,-2798,10350
1013,1,95129,96178,1,-1381,-1027,10000
1014,1,95209,96178,1,-984,-1288,7898
1015,1,95290,96178,1,-1087,-3318,9778
1016,1,95370,96178,1,124,-2564,10130
1017,1,95450,96178,1,-493,-2473,8758
1018,1,95531,96178,1,629,-2430,10070
1019,1,95611,96179,1,392,-2784,8846
1020,1,95692,96179,1,-181,-4041,9201
1021,1,95772,96179,1,-52,-3201,8928
1022,1,95852,96179,1,222,-3483,8968
1023,1,95933,96179,1,-478,-3917,8930
1024,1,96013,96179,1,155,-3691,9342
1025,1,96094,97183,1,26,-3696,8875
1026,1,96174,97183,1,-117,-3363,9138
1027,1,96254,97183,1,196,-3361,9292
1028,1,96334,97183,1,90,-3208,8880
1029,1,96414,97183,1,-258,-3093,9119
1030,1,96495,97183,1,217,-4029,9071
1031,1,96575,97183,1,-320,-4388,8585
1032,1,96655,97183,1,-304,-3952,8741
1033,1,96735,97183,1,64,-4084,8719
1034,1,96816,97183,1,-383,-4266,8664
1035,1,96896,97183,1,-117,-4017,8873
1036,1,96976,97183,1,-93,-4391,8614
1037,1,97056,97183,1,-81,-3181,8956
1038,1,97137,98187,1,296,-3091,9107
1039,1,97217,98187,1,428,-1465,10072
1040,1,97297,98187,1,-735,-2885,9095
1041,1,97378,98187,1,193,-2209,9732
1042,1,97458,98187,1,-88,-603,9964
1043,1,97538,98187,1,-378,146,8861
1044,1,97619,98187,1,1398,2078,8863
1045,1,97699,98187,1,924,3493,9225
1046,1,97779,98187,1,557,2475,10132
1047,1,97860,98187,1,227,2171,10075
1048,1,97940,98187,1,392,2269,9684
1049,1,98020,98187,1,-588,1948,9165
1050,1,98101,99189,1,-430,2351,9450
1051,1,98181,99189,1,-380,1594,9593
1052,1,98261,99189,1,-316,2075,9471
1053,1,98342,99189,1,-294,2298,9395
1054,1,98422,99189,1,-153,1893,9557
1055,1,98503,99189,1,-244,1616,9675
1056,1,98583,99189,1,-201,1697,9543
1057,1,98664,99189,1,-328,2181,9725
1058,1,98744,99189,1,-31,1999,9845
1059,1,98825,99189,1,50,1905,10063
1060,1,98905,99189,1,1197,2408,11011
1061,1,98986,99189,1,481,1810,9924
1062,1,99066,99189,1,-555,3136,9134
1063,1,99147,100192,1,-1580,1766,8444
1064,1,99227,100192,1,-2185,-1637,7661
1065,1,99307,100192,1,-2655,-3014,7819
1066,1,99387,100192,1,-1539,-3885,10087
1067,1,99468,100192,1,-1944,-3984,10046
1068,1,99548,100192,1,-1422,-2904,9462
1069,1,99628,100192,1,-433,-2305,9481
1070,1,99708,100192,1,-141,-3158,10984
1071,1,99789,100192,1,304,-3644,9572
1072,1,99869,100192,1,-864,-2413,9581
1073,1,99949,100192,1,-658,-3840,9091
1074,1,100029,100192,1,-201,-3447,8645
1075,1,100110,101196,1,-1017,-3416,8978
1076,1,100190,101197,1,11,-3450,8858
1077,1,100270,101197,1,-454,-3945,8940
1078,1,100351,101197,1,-177,-3866,8901
1079,1,100431,101197,1,-81,-4103,8863
1080,1,100512,101197,1,-150,-4343,8595
1081,1,100592,101197,1,-251,-3747,8743
1082,1,100672,101197,1,-814,-3926,8952
1083,1,100753,101197,1,-45,-3878,8681
1084,1,100833,101197,1,-347,-4053,9196
1085,1,100914,101197,1,-282,-3694,8672
1086,1,100994,101197,1,-222,-3732,8877
1087,1,101074,101197,1,-265,-3914,8808
1088,1,101155,102200,1,-500,-3933,8755
1089,1,101235,102200,1,-253,-4015,8789
1090,1,101316,102200,1,-136,-4060,8724
1091,1,101396,102200,1,-347,-4271,8530
1092,1,101477,102200,1,-258,-3924,8763
1093,1,101557,102200,1,-418,-4058,8815
1094,1,101638,102200,1,-294,-4156,8719
1095,1,101718,102200,1,-301,-4379,8578
1096,1,101799,102200,1,-363,-4017,8633
1097,1,101879,102200,1,-519,-3974,8877
1098,1,101960,102200,1,-265,-3969,8753
1099,1,102040,102200,1,-430,-4268,8600
1100,1,102121,103205,1,-258,-4060,8698
1101,1,102202,103206,1,-390,-3962,8739
1102,1,102284,103206,1,-514,-4319,8760
1103,1,102365,103206,1,-241,-4077,8801
1104,1,102447,103206,1,-409,-4290,8499
1105,1,102528,103206,1,-495,-4417,8614
1106,1,102610,103206,1,-67,-4412,8516
1107,1,102691,103206,1,-586,-4321,8820
1108,1,102773,103206,1,-186,-4319,8547
1109,1,102854,103206,1,-414,-4676,8473
1110,1,102936,103206,1,-399,-4314,8609
1111,1,103017,103206,1,-313,-4264,8537
1112,1,103099,103206,1,-533,-4355,8681
1113,1,103181,104589,1,-124,-4673,8348
1114,1,103261,104589,1,-600,-4714,8466
1115,1,103341,104589,1,-569,-4367,8607
1116,1,103421,104589,1,-311,-4314,8600
1117,1,103501,104589,1,-464,-4553,8449
1118,1,103581,104589,1,-387,-4601,8351
1119,1,103661,104589,1,-636,-4398,8607
1120,1,103741,104589,1,-347,-4489,8509
1121,1,103821,104589,1,-474,-4594,8408
1122,1,103901,104589,1,-517,-4422,8492
1123,1,103981,104589,1,-548,-4625,8401
1124,1,104061,104589,1,-447,-4635,8480
1125,1,104141,105593,1,-435,-4431,8437
1126,1,104220,105593,1,-512,-4625,8420
1127,1,104299,105593,1,-672,-4637,8487
1128,1,104378,105593,1,-435,-4628,8399
1129,1,104457,105593,1,-687,-4544,8399
1130,1,104537,105593,1,-612,-4611,8480
1131,1,104616,105593,1,-478,-4541,8413
1132,1,104695,105593,1,-617,-4491,8425
1133,1,104774,105593,1,-600,-4580,8423
1134,1,104853,105593,1,-572,-4604,8401
1135,1,104933,105593,1,-533,-4661,8351
1136,1,105012,105593,1,-706,-4618,8442
1137,1,105091,105593,1,-560,-4673,8327
1138,1,105191,106624,1,-557,-4774,8356
1139,1,105271,106624,1,-668,-4704,8363
1140,1,105351,106624,1,-646,-4719,8341
1141,1,105432,106624,1,-742,-4604,8423
1142,1,105512,106624,1,-651,-4814,8341
1143,1,105592,106624,1,-668,-4620,8458
1144,1,105673,106624,1,-696,-4769,8324
1145,1,105753,106624,1,-751,-4585,8439
1146,1,105833,106624,1,-701,-4687,8298
1147,1,105914,106624,1,-653,-4711,8372
1148,1,105994,106624,1,-603,-4697,8363
1149,1,106074,106624,1,-691,-4695,8379
1150,1,106155,107620,1,-629,-4731,8341
1151,1,106235,107620,1,-687,-4778,8336
1152,1,106315,107620,1,-653,-4690,8391
1153,1,106396,107620,1,-672,-4702,8365
1154,1,106476,107620,1,-708,-4731,8363
1155,1,106556,107620,1,-701,-4652,8387
1156,1,106637,107620,1,-565,-4601,8415
1157,1,106717,107620,1,-701,-4685,8351
1158,1,106797,107620,1,-768,-4683,8408
1159,1,106877,107621,1,-588,-4723,8322
1160,1,106958,107621,1,-679,-4671,8372
1161,1,107038,107621,1,-646,-4585,8389
1162,1,107118,107621,1,-790,-4762,8336
1163,1,107199,108624,1,-610,-4793,8394
1164,1,107279,108624,1,-641,-4678,8341
1165,1,107360,108624,1,-644,-4671,8370
1166,1,107440,108624,1,-701,-4661,8408
1167,1,107520,108624,1,-615,-4721,8308
1168,1,107601,108624,1,-766,-4735,8439
1169,1,107681,108624,1,-708,-4570,8360
1170,1,107762,108624,1,-780,-4728,8375
1171,1,107842,108624,1,-687,-4620,8365
1172,1,107922,108624,1,-761,-4695,8396
1173,1,108003,108624,1,-687,-4623,8427
1174,1,108083,108624,1,-689,-4692,8363
1175,1,108164,109627,1,-684,-4829,8344
1176,1,108244,109627,1,-715,-4707,8348
1177,1,108324,109627,1,-581,-4733,8358
1178,1,108405,109627,1,-806,-4814,8284
1179,1,108485,109627,1,-660,-4690,8360
1180,1,108566,109627,1,-773,-4654,8415
1181,1,108646,109627,1,-770,-4740,8284
1182,1,108726,109627,1,-701,-4721,8339
1183,1,108807,109627,1,-715,-4687,8427
1184,1,108887,109628,1,-761,-4781,8291
1185,1,108968,109628,1,-768,-4793,8300
1186,1,109048,109628,1,-660,-4707,8353
1187,1,109128,109628,1,-787,-4714,8379
1188,1,109209,110631,1,-708,-4740,8356
1189,1,109289,110631,1,-756,-4850,8358
1190,1,109369,110631,1,-605,-4656,8341
1191,1,109449,110631,1,-866,-4776,8353
1192,1,109530,110631,1,-691,-4723,8312
1193,1,109610,110631,1,-742,-4716,8351
1194,1,109690,110631,1,-814,-4826,8284
1195,1,109770,110631,1,-670,-4745,8291
1196,1,109851,110631,1,-754,-4790,8286
1197,1,109931,110631,1,-689,-4745,8317
1198,1,110011,110631,1,-725,-4771,8312
1199,1,110091,110631,1,-732,-4745,8317
1200,1,110172,111635,1,-708,-4719,8300
1201,1,110252,111635,1,-756,-4755,8339
1202,1,110332,111635,1,-715,-4697,8324
1203,1,110413,111635,1,-802,-4728,8322
1204,1,110493,111635,1,-797,-4817,8351
1205,1,110573,111635,1,-624,-4673,8308
1206,1,110654,111635,1,-873,-4795,8341
1207,1,110734,111635,1,-651,-4678,8360
1208,1,110814,111635,1,-749,-4786,8329
1209,1,110894,111635,1,-845,-4831,8315
1210,1,110975,111635,1,-668,-4733,8312
1211,1,111055,111635,1,-766,-4774,8322
1212,1,111135,111635,1,-744,-4757,8320
1213,1,111216,112639,1,-632,-4683,8312
1214,1,111296,112639,1,-766,-4802,8399
1215,1,111376,112639,1,-639,-4671,8279
1216,1,111457,112639,1,-799,-4838,8262
1217,1,111537,112639,1,-699,-4709,8324
1218,1,111617,112639,1,-715,-4774,8346
1219,1,111698,112639,1,-790,-4814,8310
1220,1,111778,112639,1,-651,-4733,8327
1221,1,111858,112639,1,-799,-4740,8341
1222,1,111939,112639,1,-756,-4829,8265
1223,1,112019,112639,1,-737,-4719,8336
1224,1,112099,112639,1,-859,-4776,8310
1225,1,112180,113641,1,-689,-4759,8303
1226,1,112260,113641,1,-660,-4800,8281
1227,1,112340,113641,1,-852,-4759,8344
1228,1,112421,113641,1,-670,-4687,8291
1229,1,112501,113641,1,-849,-4846,8281
1230,1,112582,113641,1,-687,-4704,8291
1231,1,112662,113641,1,-782,-4831,8279
1232,1,112742,113641,1,-706,-4704,8336
1233,1,112823,113641,1,-780,-4759,8267
1234,1,112903,113641,1,-811,-4747,8353
1235,1,112984,113641,1,-725,-4767,8288
1236,1,113064,113641,1,-720,-4798,8277
1237,1,113144,113641,1,-823,-4819,8279
1238,1,113225,114646,1,-658,-4623,8265
1239,1,113305,114646,1,-833,-4812,8334
1240,1,113386,114646,1,-787,-4759,8322
1241,1,113466,114646,1,-720,-4767,8329
1242,1,113546,114646,1,-756,-4735,8317
1243,1,113627,114646,1,-749,-4738,8346
1244,1,113707,114646,1,-888,-4822,8243
1245,1,113788,114646,1,-627,-4707,8327
1246,1,113868,114646,1,-881,-4802,8346
1247,1,113948,114646,1,-768,-4731,8281
1248,1,114029,114646,1,-881,-4836,8284
1249,1,114109,114646,1,-689,-4664,8317
1250,1,114190,115649,1,-720,-4781,8341
1251,1,114271,115649,1,-861,-4743,8267
1252,1,114353,115649,1,-770,-4747,8224
1253,1,114434,115649,1,-811,-5106,8233
1254,1,114515,115649,1,-902,-4953,8265
1255,1,114597,115649,1,-816,-4747,8332
1256,1,114678,115649,1,-802,-4558,8384
1257,1,114759,115649,1,-869,-4781,8305
1258,1,114841,115649,1,-883,-4836,8277
1259,1,114922,115649,1,-826,-3284,8973
1260,1,115003,115649,1,-632,-6545,6553
1261,1,115085,115649,1,-1573,-5111,7934
1262,1,115166,115649,1,-677,-4692,8059
1263,1,115243,116297,1,-1288,-3232,9105
1264,1,115323,116297,1,-847,-4319,8545
1265,1,115403,116298,1,-179,-7640,7802
1266,1,115483,116298,1,-1319,-13527,5782
1267,1,115563,116298,1,-2293,-5851,5961
1268,1,115643,116298,1,-2583,-1455,5825
1269,1,115723,116298,1,124,4122,8291
1270,1,115803,116298,1,1656,6342,9043
1271,1,115883,116298,1,1731,5078,9205
1272,1,115963,116298,1,881,3526,8921
1273,1,116043,116298,1,749,2842,9158
1274,1,116123,116298,1,742,2387,11051
1275,1,116202,117301,1,402,3258,9476
1276,1,116282,117301,1,-124,3421,8928
1277,1,116362,117301,1,-328,3217,9100
1278,1,116442,117301,1,-21,2808,9732
1279,1,116522,117301,1,-117,2652,9277
1280,1,116602,117301,1,-351,2516,9589
1281,1,116682,117301,1,14,2698,9603
1282,1,116761,117301,1,217,2770,9378
1283,1,116841,117301,1,-158,2806,9174
1284,1,116921,117301,1,-55,2408,9342
1285,1,117001,117301,1,423,1752,9347
1286,1,117081,117301,1,306,-325,9170
1287,1,117161,117301,1,1122,2269,8700
1288,1,117241,118304,1,3782,-7587,8389
1289,1,117321,118304,1,3938,-5638,7156
1290,1,117401,118304,1,5044,-6562,5243
1291,1,117482,118304,1,6380,-6797,5595
