seq,cfg,sensor_ts_ms,arrival_ms,batch,x_mg,y_mg,z_mg
223,0,31663,32067,1,2511,-1197,8164
224,0,31743,32067,1,-469,5427,9948
225,0,31828,33072,1,318,1369,9340
226,0,31908,33072,1,790,1683,9608
227,0,31988,33072,1,311,1587,9395
228,0,32068,33072,1,-79,1436,10154
229,0,32148,33072,1,234,1604,9938
230,0,32228,33072,1,38,1168,9565
231,0,32308,33072,1,-114,1407,9701
232,0,32388,33072,1,-45,1577,9656
233,0,32468,33072,1,105,1474,9706
234,0,32548,33072,1,14,1405,9636
235,0,32628,33072,1,45,1462,9620
236,0,32708,33072,1,14,1441,9737
237,0,32788,33072,1,50,1271,9739
238,0,32868,34077,1,112,1486,9763
239,0,32948,34077,1,-50,1632,9574
240,0,33029,34077,1,-28,1288,9677
241,0,33109,34077,1,28,1304,9780
242,0,33189,34077,1,-81,1091,9715
243,0,33270,34077,1,-16,897,9749
244,0,33350,34077,1,9,1209,9699
245,0,33431,34077,1,-67,802,9751
246,0,33511,34077,1,90,399,9933
247,0,33591,34077,1,-31,256,9785
248,0,33672,34077,1,9,888,9751
249,0,33752,34077,1,-155,579,9720
250,0,33833,35105,1,-31,366,9766
251,0,33913,35105,1,-107,641,9708
252,0,33993,35105,1,-90,328,9761
253,0,34073,35105,1,-126,524,9663
254,0,34153,35105,1,-28,706,9799
255,0,34234,35105,1,-93,464,9675
256,0,34314,35105,1,-19,660,9711
257,0,34394,35105,1,-117,418,9701
258,0,34474,35105,1,76,679,9854
259,0,34555,35105,1,-110,703,9656
260,0,34635,35105,1,-93,507,9816
261,0,34715,35105,1,21,462,9859
262,0,34795,35105,1,-11,313,9768
263,0,34880,36107,1,-19,397,9694
264,0,34960,36107,1,98,450,9754
265,0,35040,36108,1,-71,495,9711
266,0,35120,36108,1,86,277,9864
267,0,35200,36108,1,57,141,9713
268,0,35280,36108,1,57,392,9739
269,0,35360,36108,1,93,361,9766
270,0,35440,36108,1,64,174,9811
271,0,35520,36108,1,102,385,9744
272,0,35600,36108,1,4,438,9759
273,0,35680,36108,1,28,514,9747
274,0,35760,36108,1,45,407,9768
275,0,35840,37111,1,102,328,9806
276,0,35920,37111,1,57,430,9684
277,0,36000,37111,1,23,502,9761
278,0,36080,37111,1,-35,162,9696
279,0,36161,37111,1,122,337,9847
280,0,36241,37111,1,16,426,9701
281,0,36321,37111,1,9,385,9739
282,0,36402,37111,1,76,469,9802
283,0,36482,37111,1,76,363,9730
284,0,36562,37111,1,71,299,9816
285,0,36643,37111,1,71,93,9790
286,0,36723,37111,1,43,270,9806
287,0,36803,37111,1,33,280,9742
288,0,36884,38115,1,40,385,9718
289,0,36964,38115,1,2,169,9727
290,0,37045,38115,1,143,514,9833
291,0,37125,38115,1,-59,294,9720
292,0,37205,38115,1,-45,282,9749
293,0,37286,38115,1,-26,505,9737
294,0,37366,38115,1,-26,385,9814
295,0,37447,38115,1,-38,227,9701
296,0,37527,38115,1,-35,189,9792
297,0,37607,38116,1,-11,246,9790
298,0,37688,38116,1,-93,196,9715
299,0,37768,38116,1,16,131,9838
300,0,37849,39119,1,-129,57,9677
301,0,37929,39119,1,81,320,9783
302,0,38009,39119,1,-95,260,9687
303,0,38089,39119,1,-74,90,9754
304,0,38170,39119,1,-138,337,9720
305,0,38250,39119,1,-23,136,9761
306,0,38330,39119,1,-11,79,9713
307,0,38411,39119,1,-69,260,9773
308,0,38491,39119,1,-43,227,9747
309,0,38571,39119,1,-74,215,9725
310,0,38652,39119,1,-31,232,9723
311,0,38732,39119,1,-55,330,9730
312,0,38812,39119,1,21,174,9797
313,0,38893,40391,1,-105,347,9737
314,0,38973,40391,1,-76,469,9785
315,0,39054,40391,1,-45,244,9727
316,0,39134,40391,1,-55,83,9727
317,0,39215,40391,1,4,450,9759
318,0,39296,40391,1,-23,395,9718
319,0,39376,40391,1,-100,225,9725
320,0,39457,40391,1,28,392,9804
321,0,39537,40391,1,-88,277,9632
322,0,39618,40391,1,11,416,9811
323,0,39698,40391,1,-35,347,9663
324,0,39779,40391,1,-11,299,9761
325,0,39860,41195,1,16,256,9756
326,0,39941,41195,1,14,284,9780
327,0,40023,41195,1,35,249,9711
328,0,40104,41195,1,105,337,9835
329,0,40186,41195,1,69,241,9756
330,0,40267,41195,1,-9,409,9720
331,0,40349,41196,1,19,299,9785
332,0,40430,41196,1,16,241,9783
333,0,40512,41196,1,86,284,9862
334,0,40593,41196,1,-14,193,9641
335,0,40675,41196,1,-26,284,9842
336,0,40756,41196,1,21,308,9701
337,0,40838,41196,1,43,383,9735
338,0,40918,42198,1,-23,292,9804
339,0,40998,42198,1,62,339,9732
340,0,41078,42199,1,50,344,9785
341,0,41157,42199,1,11,196,9747
342,0,41237,42199,1,28,158,9732
343,0,41317,42199,1,-76,237,9818
344,0,41396,42199,1,9,347,9730
345,0,41476,42199,1,-21,119,9768
346,0,41556,42199,1,9,55,9751
347,0,41635,42199,1,23,4,9806
348,0,41715,42199,1,2,-107,9773
349,0,41795,42199,1,-14,-131,9739
350,0,41875,43202,1,9,-59,9773
351,0,41954,43202,1,-74,-23,9749
352,0,42034,43202,1,-43,-69,9840
353,0,42114,43202,1,-38,-296,9749
354,0,42194,43202,1,-81,-167,9878
355,0,42273,43202,1,-124,-21,9689
356,0,42353,43202,1,-11,-122,9787
357,0,42433,43202,1,-79,-177,9785
358,0,42513,43202,1,-117,-186,9720
359,0,42592,43202,1,-40,-47,9749
360,0,42672,43202,1,14,-4,9816
361,0,42752,43202,1,23,-67,9756
362,0,42832,43202,1,-95,-284,9708
363,0,42912,44204,1,26,447,9790
364,0,42992,44204,1,-201,184,9684
365,0,43072,44204,1,31,246,9833
366,0,43152,44205,1,-7,146,9756
367,0,43233,44205,1,-19,83,9756
368,0,43313,44205,1,-62,172,9735
369,0,43393,44205,1,-35,146,9778
370,0,43473,44205,1,-33,162,9703
371,0,43554,44205,1,-45,217,9754
372,0,43634,44205,1,14,241,9763
373,0,43714,44205,1,-43,62,9727
374,0,43794,44205,1,102,213,9768
375,0,43875,45165,1,-81,90,9711
376,0,43955,45165,1,95,313,9792
377,0,44035,45165,1,-19,270,9732
378,0,44115,45165,1,21,201,9713
379,0,44195,45165,1,45,179,9778
380,0,44276,45165,1,7,28,9809
381,0,44356,45165,1,-23,67,9703
382,0,44436,45165,1,47,55,9771
383,0,44516,45165,1,136,167,9703
384,0,44597,45165,1,-19,74,9924
385,0,44677,45165,1,486,794,10369
386,0,44757,45165,1,-31,1173,11559
387,0,44837,45165,1,-169,-677,11643
388,0,44923,46164,1,-2063,-1951,14494
389,0,45003,46164,1,-5121,-1939,10680
390,0,45083,46164,1,-4561,1000,4053
391,0,45163,46164,1,-5861,3213,1505
392,0,45243,46164,1,-7192,5815,1872
393,0,45323,46164,1,-6553,4201,-1474
394,0,45403,46164,1,-7525,912,5731
395,0,45483,46164,1,-9201,1532,6713
396,0,45563,46164,1,-8786,2293,3859
397,0,45643,46164,1,-6158,3689,2633
398,0,45723,46164,1,-9771,1666,7106
399,0,45803,46164,1,-8777,2633,3028
400,0,45883,47166,1,-6881,3802,-612
401,0,45963,47166,1,-8834,4005,5770
402,0,46043,47166,1,-8923,2932,7453
403,0,46124,47166,1,-9287,3033,3023
404,0,46204,47166,1,-6601,3799,7778
405,0,46285,47166,1,-9227,1601,4836
406,0,46365,47166,1,-7841,1951,3009
407,0,46445,47166,1,-6093,5983,5921
408,0,46526,47166,1,-6646,2099,2746
409,0,46606,47167,1,-6715,3198,3124
410,0,46687,47167,1,-6457,9850,5894
411,0,46767,47167,1,-6435,6986,8482
412,0,46847,47167,1,-2827,1314,9024
413,0,46928,48170,1,2276,-6131,10139
414,0,47008,48170,1,1007,-6589,8016
415,0,47088,48170,1,-280,-4132,8657
416,0,47168,48170,1,-766,-1984,9550
417,0,47249,48170,1,-1065,-2176,10017
418,0,47329,48170,1,-2090,-3186,9344
419,0,47409,48170,1,-2138,-3241,9244
420,0,47489,48170,1,-1987,-1242,9476
421,0,47570,48170,1,-562,-804,10929
422,0,47650,48170,1,-1812,-3948,8696
423,0,47730,48170,1,-155,-3660,9148
424,0,47810,48170,1,833,-4326,8147
425,0,47891,49174,1,-660,-17612,10951
426,0,47971,49174,1,126,-715,4752
427,0,48051,49174,1,-2241,-10257,-2731
428,0,48131,49174,1,-2897,-8571,-6821
429,0,48212,49174,1,-3715,-5638,-3395
430,0,48292,49174,1,-2806,-7731,-2566
431,0,48372,49174,1,-3615,-7771,-3055
432,0,48453,49174,1,-3191,-7711,-1759
433,0,48533,49174,1,-3035,-12143,-2444
434,0,48613,49174,1,-2260,-9572,-1577
435,0,48694,49174,1,-1398,-9708,-864
436,0,48774,49174,1,-1369,-10271,79
437,0,48854,49174,1,-1541,-9675,-105
438,0,48935,50178,1,-1668,-8133,-562
439,0,49015,50178,1,-1350,-8923,-703
440,0,49096,50178,1,-1848,-9715,-488
441,0,49176,50178,1,-1812,-9883,23
442,0,49256,50178,1,-1134,-8595,668
443,0,49337,50178,1,-814,-8988,-47
444,0,49417,50179,1,-1592,-8921,229
445,0,49498,50179,1,-1666,-8801,-296
446,0,49578,50179,1,-1177,-9318,687
447,0,49658,50179,1,-1434,-9165,-102
448,0,49739,50179,1,-1438,-9129,222
449,0,49819,50179,1,-1326,-8954,651
450,0,49900,51181,1,-1297,-9651,1113
451,0,49980,51181,1,-1125,-9352,1453
452,0,50060,51181,1,-1070,-9356,1647
453,0,50140,51181,1,-1249,-10491,1762
454,0,50221,51181,1,-1130,-8820,1561
455,0,50301,51181,1,-1405,-8949,1125
456,0,50381,51181,1,-1264,-9969,802
457,0,50462,51181,1,-1386,-8976,794
458,0,50542,51181,1,-1539,-9368,-9
459,0,50622,51181,1,-1441,-9397,222
460,0,50703,51181,1,-1453,-9428,536
461,0,50783,51181,1,-1410,-9435,450
462,0,50863,51181,1,-1448,-9505,351
463,0,50944,52186,1,-1472,-9586,474
464,0,51024,52186,1,-1321,-9146,651
465,0,51105,52186,1,-1405,-9387,533
466,0,51185,52186,1,-1443,-9550,452
467,0,51266,52186,1,-1321,-9308,555
468,0,51347,52186,1,-1359,-9323,435
469,0,51427,52186,1,-1472,-9730,488
470,0,51508,52186,1,-1405,-9361,347
471,0,51588,52186,1,-1702,-9124,591
472,0,51669,52186,1,-1443,-9196,435
473,0,51749,52186,1,-1458,-9433,418
474,0,51830,52186,1,-1398,-9170,651
475,0,51911,53189,1,-1517,-9579,308
476,0,51991,53189,1,-1393,-9419,478
477,0,52071,53189,1,-1520,-9419,457
478,0,52151,53189,1,-1585,-9452,442
479,0,52231,53189,1,-1618,-9493,529
480,0,52311,53189,1,-1403,-9380,644
481,0,52391,53189,1,-1570,-9428,732
482,0,52471,53189,1,-1350,-8988,917
483,0,52551,53189,1,-1371,-9620,1118
484,0,52631,53189,1,-1379,-9332,1211
485,0,52711,53189,1,-1422,-9419,1369
486,0,52791,53189,1,-1417,-9337,1391
487,0,52871,53189,1,-1304,-9325,1520
488,0,52948,54234,1,-1266,-9316,1386
489,0,53028,54234,1,-1283,-9390,1374
490,0,53108,54234,1,-1199,-10000,466
491,0,53188,54234,1,-1426,-9150,138
492,0,53268,54234,1,-1388,-9421,-232
493,0,53348,54234,1,-1412,-9545,-304
494,0,53428,54234,1,-1429,-9203,-215
495,0,53508,54234,1,-1434,-9613,-272
496,0,53588,54234,1,-1386,-9296,-215
497,0,53668,54234,1,-1486,-9280,-306
498,0,53748,54234,1,-1381,-9299,-249
499,0,53828,54234,1,-1403,-9476,-220
500,0,53908,55236,1,-1371,-9464,-337
501,0,53987,55236,1,-1326,-9500,-148
502,0,54067,55236,1,-1371,-9390,-114
503,0,54147,55236,1,-1314,-9421,-148
504,0,54226,55236,1,-1235,-9471,-201
505,0,54306,55236,1,-1256,-9493,-11
506,0,54386,55236,1,-964,-9440,-409
507,0,54465,55236,1,-1412,-9459,-454
508,0,54545,55236,1,-1070,-9447,-241
509,0,54625,55236,1,-1060,-9380,-205
510,0,54704,55236,1,-1132,-9579,-225
511,0,54784,55236,1,-1278,-9311,-143
512,0,54864,55593,1,-1007,-9431,4
513,0,54944,55989,1,-1070,-9392,277
514,0,55024,55989,1,-964,-9320,830
515,0,55104,55989,1,-900,-8928,1108
516,0,55184,55989,1,-928,-9620,1743
517,0,55264,55989,1,-648,-8755,2195
518,0,55344,55990,1,-531,-9038,2432
519,0,55424,55990,1,-766,-8700,1707
520,0,55504,55990,1,-943,-9064,641
521,0,55584,55990,1,-1041,-9428,708
522,0,55664,55990,1,-809,-9593,778
523,0,55744,55990,1,-1005,-9510,639
524,0,55824,55990,1,-1010,-9320,634
525,0,55904,57018,1,-1022,-9605,713
526,0,55984,57018,1,-1007,-9419,928
527,0,56064,57018,1,-924,-9165,969
528,0,56145,57018,1,-837,-9565,998
529,0,56225,57018,1,-847,-9428,928
530,0,56305,57018,1,-845,-9689,1010
531,0,56386,57018,1,-1091,-9945,696
532,0,56466,57018,1,-1034,-9325,1110
533,0,56547,57018,1,-1027,-9622,1577
534,0,56627,57018,1,-675,-8837,2121
535,0,56707,57018,1,-921,-9383,1817
536,0,56788,57018,1,-955,-9165,1707
537,0,56868,57018,1,-933,-9411,1671
538,0,56949,58013,1,-778,-9301,1699
539,0,57029,58013,1,-897,-8988,1999
540,0,57109,58013,1,-747,-9373,2097
541,0,57190,58013,1,-991,-9392,2042
542,0,57270,58013,1,-926,-9967,1807
543,0,57350,58013,1,-708,-9237,1786
544,0,57431,58013,1,-227,-8590,2899
545,0,57511,58013,1,-885,-9689,1273
546,0,57591,58013,1,-725,-9129,931
547,0,57671,58013,1,-1125,-9828,440
548,0,57752,58013,1,-1094,-9438,541
549,0,57832,58013,1,-1084,-9414,773
550,0,57912,58013,1,-1058,-9464,758
551,0,57993,59016,1,-1110,-9488,593
552,0,58073,59016,1,-1233,-9821,-98
553,0,58154,59016,1,-991,-9244,-241
554,0,58234,59016,1,-1283,-9680,98
555,0,58314,59016,1,-1218,-9907,332
556,0,58395,59016,1,-1285,-9955,715
557,0,58475,59017,1,-1357,-9332,304
558,0,58556,59017,1,-1194,-9352,237
559,0,58636,59017,1,-1113,-9404,275
560,0,58716,59017,1,-1137,-9402,217
561,0,58797,59017,1,-1163,-9454,227
562,0,58877,59017,1,-1166,-9399,162
563,0,58958,60020,1,-1163,-9555,198
564,0,59038,60020,1,-1144,-9452,205
565,0,59118,60020,1,-1132,-9557,71
566,0,59199,60020,1,-1197,-9373,9
567,0,59279,60020,1,-1175,-9593,31
568,0,59359,60020,1,-1166,-9433,119
569,0,59440,60020,1,-1077,-9201,134
570,0,59520,60020,1,-1151,-9378,217
571,0,59600,60020,1,-1113,-9352,169
572,0,59680,60020,1,-1177,-9316,47
573,0,59761,60020,1,-1201,-9658,21
574,0,59841,60020,1,-1189,-9648,-134
575,0,59921,60020,1,-1374,-9409,-177
576,0,60002,61024,1,-1204,-9390,-1043
577,0,60082,61024,1,-1218,-8916,-328
578,0,60162,61024,1,-691,-9337,-569
579,0,60243,61024,1,-342,-10360,-646
580,0,60323,61024,1,-359,-10257,-854
581,0,60403,61024,1,-16,-9452,-498
582,0,60484,61024,1,490,-15335,-895
583,0,60564,61024,1,-615,-8291,-1901
584,0,60644,61024,1,158,3107,8190
585,0,60725,61024,1,701,-4711,9103
586,0,60805,61024,1,849,2231,10441
587,0,60885,61024,1,1970,507,9878
588,0,60966,62028,1,1209,754,10082
589,0,61046,62028,1,557,761,10043
590,0,61126,62028,1,445,1283,9739
591,0,61207,62028,1,320,1513,9672
592,0,61287,62028,1,76,1769,8976
593,0,61367,62028,1,-2142,4098,4865
594,0,61448,62028,1,-1142,-936,13922
595,0,61528,62028,1,9890,-13649,883
596,0,61608,62028,1,3368,-5118,3385
597,0,61688,62028,1,2554,-8470,1793
598,0,61769,62028,1,2485,-10937,-816
599,0,61849,62028,1,2114,-8676,2176
600,0,61929,62028,1,3179,-6720,4898
601,0,62010,63030,1,2734,-7597,5892
602,0,62090,63030,1,2212,-8011,5176
603,0,62171,63030,1,2480,-7529,5262
604,0,62251,63030,1,2638,-6598,6866
605,0,62331,63030,1,2770,-4383,7946
606,0,62412,63030,1,4319,-701,11174
607,0,62492,63030,1,974,1752,11356
608,0,62573,63030,1,651,737,9646
609,0,62653,63030,1,-387,301,8954
610,0,62733,63030,1,-1355,493,8142
611,0,62814,63030,1,-1443,1661,7762
612,0,62894,63030,1,-964,2976,8391
613,0,62975,64034,1,-770,2097,9143
614,0,63055,64035,1,-909,1477,9514
615,0,63135,64035,1,-723,993,10012
616,0,63215,64035,1,-785,1836,9565
617,0,63296,64035,1,-964,988,9783
618,0,63376,64035,1,-780,938,9919
619,0,63456,64035,1,-713,835,9658
620,0,63536,64035,1,-603,711,9519
621,0,63616,64035,1,-263,895,9873
622,0,63697,64035,1,-399,739,9768
623,0,63777,64035,1,-524,430,9732
624,0,63857,64035,1,-478,169,9627
625,0,63937,64035,1,-102,-62,9742
626,0,64018,65037,1,-265,-268,9998
627,0,64098,65037,1,-50,-699,9464
628,0,64179,65037,1,-47,-1199,9715
629,0,64260,65037,1,-210,-967,9991
630,0,64340,65037,1,-304,-181,9512
631,0,64421,65037,1,-50,-191,9596
632,0,64501,65037,1,-122,-718,9998
633,0,64582,65037,1,43,-332,9464
634,0,64662,65037,1,-83,28,10570
635,0,64743,65037,1,3126,2382,12239
636,0,64824,65037,1,3907,4893,11700
637,0,64904,65037,1,2674,442,8897
638,0,64985,66249,1,179,-921,5748
639,0,65065,66250,1,-349,-5360,6553
640,0,65145,66250,1,-1407,-7371,7843
641,0,65226,66250,1,-1743,-5830,9352
642,0,65306,66250,1,-2466,-4522,9960
643,0,65386,66250,1,-1245,-3529,9122
644,0,65467,66250,1,-682,-2909,9373
645,0,65547,66250,1,313,-2264,8540
646,0,65627,66250,1,854,-5207,11614
647,0,65707,66250,1,-129,-895,6536
648,0,65788,66250,1,452,-3351,8657
649,0,65868,66250,1,-1556,-4640,9395
650,0,65948,66250,1,-124,-2652,9407
651,0,66029,67278,1,-440,-1769,9514
652,0,66110,67278,1,-660,-4146,8786
653,0,66190,67278,1,-837,-2652,9258
654,0,66271,67278,1,-739,-3706,9038
655,0,66352,67278,1,-483,-3426,8861
656,0,66432,67278,1,-481,-3258,9184
657,0,66513,67278,1,-493,-3708,8858
658,0,66593,67278,1,-600,-3701,8858
659,0,66674,67278,1,-555,-3170,9024
660,0,66755,67278,1,-969,-3869,8820
661,0,66835,67278,1,-462,-3011,9143
