H,schema,1,kinds,R;E;S;V;X
H,R,kind,uptime_ms,wall_utc,run_id,firmware,hardware,fw_read,app_version,catalogue_version,type_table_version,kernel_iface
H,E,kind,uptime_ms,run_id,type,resolved,handle,driver_count,connected,descriptor
H,S,kind,uptime_ms,wall_utc,type,interval_ms,samples,batches,field_count,field_count_alt,ts_span_ms,longest_gap_ms,dt_min_m,dt_min_e,dt_p05_m,dt_p05_e,dt_p50_m,dt_p50_e,dt_p95_m,dt_p95_e,dt_max_m,dt_max_e,dt_bin_width_m,dt_bin_width_e,dt_over,batch_p50_m,batch_p50_e,batch_dt_p50_m,batch_dt_p50_e,us_over_999,non_monotonic,skew_ppm_m,skew_ppm_e,first_offset_ms,last_offset_ms,cadence,first_sample_ms
H,V,kind,uptime_ms,type,field,n,nonfinite,denormal,min_m,min_e,max_m,max_e,mean_m,mean_e,lsb_m,lsb_e,stuck_max_run,ever_changed,distinct,distinct_over
H,B,kind,uptime_ms,type,series,bins,width_m,width_e,origin_m,origin_e,count,under,over,min_m,min_e,max_m,max_e,+idx:count per non-empty bin
H,X,kind,uptime_ms,wall_utc,run_id,end,rows,failures,bytes
R,374991,1787671610,7,1.4.0,unknown,0,0.1.0,1,1,3
S,384230,1787671619,0x10,9164,375,39,3,-1,8113,40,2000000,-5,2050000,-5,2050000,-5,4050000,-5,4000000,-5,1000000,-6,0,1050000,-5,5000000,-7,0,0,-5842609,-1,3279,287,1,2579
B,384230,0x10,0,128,1000000,-6,0,0,374,0,0,2000000,-5,4000000,-5,20:311,21:33,40:30
B,384230,0x10,1,128,1000000,-6,0,0,38,0,2,0,0,3135000,-3,0:33,1:3
B,384230,0x10,2,64,1000000,-6,0,0,39,0,0,5000000,-6,1000000,-5,5:3,10:36
V,384230,0x10,0,375,0,0,-1958517,-5,2478314,-5,-1110810,-6,2394319,-9,1,1,0,0
V,384230,0x10,1,375,0,0,-1054918,-5,2456287,-5,3148497,-6,7182837,-9,1,1,0,0
V,384230,0x10,2,375,0,0,-2543917,-5,2890129,-5,4546217,-6,2394676,-9,1,1,0,0
S,384230,1787671619,0x11,9164,375,39,3,-1,8113,40,2000000,-5,2050000,-5,2050000,-5,4050000,-5,4000000,-5,1000000,-6,0,1050000,-5,5000000,-7,0,0,-5833333,-1,3275,286,1,2574
B,384230,0x11,0,128,1000000,-6,0,0,374,0,0,2000000,-5,4000000,-5,20:311,21:33,40:30
B,384230,0x11,1,128,1000000,-6,0,0,38,0,2,0,0,3110000,-3,0:30,1:3,2:2,25:1
B,384230,0x11,2,64,1000000,-6,0,0,39,0,0,5000000,-6,1000000,-5,5:3,10:36
V,384230,0x11,0,167,208,167,1261169,-50,1450484,-47,2359787,-48,5605195,-51,1,1,16,1
V,384230,0x11,1,320,55,320,7006493,-51,1437593,-47,2394820,-48,4203895,-51,1,1,16,1
V,384230,0x11,2,292,83,292,1583467,-49,1691507,-47,4550016,-48,1401299,-51,1,1,16,1
S,384230,1787671619,0x20,9164,125,13,3,-1,4980,41,4000000,-5,4050000,-5,4050000,-5,4150000,-5,4100000,-5,1000000,-6,0,1050000,-5,5000000,-7,0,0,-2611053,2,5697,736,1,5714
B,384230,0x20,0,128,1000000,-6,0,0,124,0,0,4000000,-5,4100000,-5,40:104,41:20
B,384230,0x20,1,128,1000000,-6,0,0,12,0,0,0,0,1800000,-5,0:10,1:1,18:1
B,384230,0x20,2,64,1000000,-6,0,0,13,0,0,5000000,-6,1000000,-5,5:1,10:12
V,384230,0x20,0,125,0,0,-6458328,-4,1019013,-3,5819514,-6,6103668,-7,1,1,0,0
V,384230,0x20,1,125,0,0,-6875820,-4,4768822,-4,7351299,-6,9155560,-7,1,1,0,0
V,384230,0x20,2,125,0,0,-3342998,-4,4135258,-4,-3002533,-6,3662224,-7,1,1,0,0
S,384230,1787671619,0x21,9164,125,13,3,-1,4980,41,4000000,-5,4050000,-5,4050000,-5,4150000,-5,4100000,-5,1000000,-6,0,1050000,-5,5000000,-7,0,0,-4979000,3,5696,717,1,5713
B,384230,0x21,0,128,1000000,-6,0,0,124,0,0,4000000,-5,4100000,-5,40:104,41:20
B,384230,0x21,1,128,1000000,-6,0,0,12,0,0,0,0,1000000,-6,0:11,1:1
B,384230,0x21,2,64,1000000,-6,0,0,13,0,0,5000000,-6,1000000,-5,5:1,10:12
V,384230,0x21,0,65,60,65,8407790,-51,2339468,-47,2630237,-48,1401299,-50,1,1,16,1
V,384230,0x21,1,67,58,67,1233143,-49,1094835,-47,2341570,-48,5605195,-51,1,1,16,1
V,384230,0x21,2,59,66,59,2101947,-50,9493800,-48,2302334,-48,3082857,-50,1,1,16,1
S,384230,1787671619,0x41,9164,5,1,2,-1,4453,1160,1004000,-3,1160000,-3,1160000,-3,1160000,-3,1160000,-3,1000000,-6,4,5500000,-6,0,0,0,0,0,0,4453,0,0,5182
B,384230,0x41,0,128,1000000,-6,0,0,4,0,4,1004000,-3,1160000,-3
B,384230,0x41,2,64,1000000,-6,0,0,1,0,0,5000000,-6,5000000,-6,5:1
V,384230,0x41,0,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
V,384230,0x41,1,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
S,384230,1787671619,0x42,9164,1,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1000000,-6,0,1500000,-6,0,0,0,0,0,0,199,199,0,199
B,384230,0x42,2,64,1000000,-6,0,0,1,0,0,1000000,-6,1000000,-6,1:1
V,384230,0x42,0,1,0,0,6000000,-5,6000000,-5,6000000,-5,0,127,1,0,0,0
V,384230,0x42,1,1,0,0,5400000,-5,5400000,-5,5400000,-5,0,127,1,0,0,0
S,384230,1787671619,0x43,9164,5,1,7,-1,4453,1160,1004000,-3,1160000,-3,1160000,-3,1160000,-3,1160000,-3,1000000,-6,4,5500000,-6,0,0,0,0,0,0,4453,0,0,5181
B,384230,0x43,0,128,1000000,-6,0,0,4,0,4,1004000,-3,1160000,-3
B,384230,0x43,2,64,1000000,-6,0,0,1,0,0,5000000,-6,5000000,-6,5:1
V,384230,0x43,0,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
V,384230,0x43,1,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
V,384230,0x43,2,5,0,0,0,0,1000000,-6,8000000,-7,1000000,-6,3,1,0,0
V,384230,0x43,3,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
V,384230,0x43,4,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
V,384230,0x43,5,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
V,384230,0x43,6,5,0,0,0,0,0,0,0,0,0,127,5,0,0,0
S,384230,1787671619,0x50,9164,12,12,1,-1,7073,1931,3210000,-4,1931000,-3,1931000,-3,1931000,-3,1931000,-3,1000000,-6,11,1500000,-6,1931000,-3,0,0,0,0,2,2,0,1664
B,384230,0x50,0,128,1000000,-6,0,0,11,0,11,3210000,-4,1931000,-3
B,384230,0x50,1,128,1000000,-6,0,0,11,0,11,3210000,-4,1931000,-3
B,384230,0x50,2,64,1000000,-6,0,0,12,0,0,1000000,-6,1000000,-6,1:12
V,384230,0x50,0,12,0,12,1401299,-51,1401299,-51,1401299,-51,0,127,12,0,1,0
S,384230,1787671619,0x51,9164,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1000000,-6,0,1500000,-6,0,0,0,0,0,0,198,198,0,198
B,384230,0x51,2,64,1000000,-6,0,0,1,0,0,1000000,-6,1000000,-6,1:1
V,384230,0x51,0,1,0,0,0,0,0,0,0,0,0,127,1,0,1,0
S,384230,1787671619,0x52,9164,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1000000,-6,0,1500000,-6,0,0,0,0,0,0,198,198,0,198
B,384230,0x52,2,64,1000000,-6,0,0,1,0,0,1000000,-6,1000000,-6,1:1
V,384230,0x52,0,1,0,1,2270104,-49,2270104,-49,2270104,-49,0,127,1,0,1,0
